"","educ","degree","rincome","wealth","poleff11","poleff18","poleff19","poleff20","polinter","news","newsfrom","polnews","partyid","grpparty","mobile16","marital","racecen1","race","region","sex","age","vote12bin"
"327",12,"high school","$10000 - 14999",NA,"strongly agree",NA,"disagree","disagree",NA,"everyday","newspapers","5-6 days a week","independent",NA,"same st,dif city","married","white","white","e. nor. central","male",53,1
"328",18,"bachelor",NA,"$250,000 to $500,000",NA,NA,NA,"strongly agree","have done it in the past year",NA,"the internet","several times a day","ind,near dem","never belonged","same city","married","white","white","e. nor. central","male",29,0
"329",13,"high school","$6000 to 6999",NA,"agree",NA,"disagree","agree",NA,"everyday","the internet","5-6 days a week","not str democrat","never belonged","different state","never married","american indian or alaska native","other","e. nor. central","male",28,0
"330",15,"high school","$25000 or more","$250,000 to $500,000",NA,"strongly agree",NA,"disagree","have not done it but might do it",NA,"tv","several times a day","strong republican",NA,"same city","married","white","white","e. nor. central","male",63,1
"331",12,"high school","$10000 - 14999","$250,000 to $500,000","disagree",NA,NA,"agree",NA,"never",NA,NA,"independent",NA,"same city","married","white","white","e. nor. central","female",35,0
"332",11,"lt high school","$4000 to 4999",NA,"disagree",NA,NA,"disagree",NA,"few times a week","the internet","several times a day","not str democrat",NA,"same st,dif city","never married","white","white","e. nor. central","female",35,0
"333",16,"graduate",NA,NA,"agree","agree","strongly disagree",NA,NA,NA,NA,"never","strong democrat","belong but dont participate","different state","married","white","white","e. nor. central","female",50,1
"334",12,"high school","$20000 - 24999","$4 million to $5 million","agree",NA,"agree",NA,NA,NA,NA,"5-6 days a week","ind,near rep","never belonged","different state","widowed","white","white","e. nor. central","female",57,1
"335",12,"high school",NA,"$75,000 to $100,000",NA,"neither agree nor disagree","neither agree nor disagree","disagree",NA,"never",NA,NA,"strong democrat","belong but dont participate","different state","divorced","white","white","e. nor. central","male",40,1
"336",17,"high school","$25000 or more","$150,000 to $250,000","strongly disagree","strongly disagree",NA,"strongly agree","have not done it and would never do  it",NA,NA,"","not str democrat",NA,"same st,dif city","married","white","white","south atlantic","female",32,1
"337",16,"bachelor","$8000 to 9999",NA,NA,"strongly agree",NA,"disagree","have not done it and would never do  it","less than once wk",NA,NA,"strong republican","belong but dont participate","same city","never married","white","white","south atlantic","female",30,1
"338",16,"bachelor","$10000 - 14999",NA,"strongly disagree","strongly agree",NA,"disagree","have done it in the past year",NA,"government agencies","several times a day","ind,near rep","belong and actively participate","same city","never married","white","white","south atlantic","female",30,1
"339",16,"bachelor","$1000 to 2999",NA,NA,NA,"disagree",NA,"have not done it and would never do  it","everyday",NA,"1-2 days a week","not str republican",NA,"same st,dif city","married","white","white","south atlantic","male",49,1
"340",15,"high school","$25000 or more",NA,"disagree",NA,"strongly agree","strongly disagree",NA,"few times a week","tv","1-2 days a week","strong democrat","never belonged","same st,dif city","married","white","white","south atlantic","female",58,1
"341",16,"bachelor","$3000 to 3999","$100,000 to $150,000",NA,"strongly agree","disagree","agree","have done it in the more distant past","less than once wk",NA,"less than 1 day a week","independent","never belonged","same city","never married","white","white","south atlantic","female",24,0
"342",16,"bachelor","lt $1000","$250,000 to $500,000","disagree","agree","agree",NA,NA,"everyday","other","1-2 days a week","not str republican","never belonged","same st,dif city","married","white","white","south atlantic","female",49,1
"343",12,"high school",NA,NA,"strongly agree","strongly agree",NA,"disagree","have not done it and would never do  it",NA,"tv","never","independent",NA,"different state","married","white","white","south atlantic","male",66,0
"344",16,"bachelor","$6000 to 6999","$250,000 to $500,000","disagree",NA,"agree",NA,"have done it in the past year","less than once wk",NA,NA,"independent","belong but dont participate","same city","divorced","white","white","south atlantic","male",43,1
"345",20,"graduate","$3000 to 3999",NA,"neither agree nor disagree","disagree",NA,NA,NA,NA,"newspapers",NA,"strong democrat",NA,"different state","married","asian indian","other","south atlantic","male",67,1
"346",16,"bachelor","$4000 to 4999","$250,000 to $500,000","disagree","neither agree nor disagree","strongly agree",NA,"have done it in the past year",NA,NA,NA,"strong republican",NA,"different state","married","white","white","south atlantic","female",69,1
"347",15,"high school",NA,"$2 million to $3 million","neither agree nor disagree","agree",NA,"disagree","have not done it and would never do  it","everyday",NA,"several times a day","strong democrat","never belonged","same st,dif city","married","white","white","south atlantic","male",65,1
"348",12,"high school","$25000 or more","$250,000 to $500,000",NA,"strongly agree",NA,"disagree","have not done it but might do it","once a week","tv",NA,"strong republican","belong and actively participate","same st,dif city","married","white","white","south atlantic","male",52,1
"349",16,"bachelor","$1000 to 2999",NA,NA,"disagree",NA,"disagree",NA,"everyday",NA,"3-4 days a week","ind,near dem",NA,"same st,dif city","married","white","white","south atlantic","male",63,1
"350",13,"high school","$25000 or more",NA,NA,"strongly disagree",NA,"strongly disagree",NA,"never","tv","once a day","ind,near dem","belong and actively participate","same city","married","white","white","south atlantic","male",60,1
"351",13,"high school","$3000 to 3999",NA,NA,NA,"neither agree nor disagree","agree","have not done it but might do it","once a week",NA,NA,"ind,near rep","never belonged","same city","never married","white","white","south atlantic","female",20,0
"352",16,"bachelor","$25000 or more",NA,NA,"strongly agree",NA,"strongly disagree",NA,NA,"newspapers","several times a day","not str republican","belong but dont participate","different state","married","white","white","south atlantic","male",49,1
"353",18,"graduate","$3000 to 3999",NA,"agree",NA,"neither agree nor disagree","agree",NA,NA,"magazines","never","not str republican","never belonged","different state","married","white","white","south atlantic","female",36,0
"354",14,"high school","$3000 to 3999","$20,000 to $40,000","neither agree nor disagree",NA,"strongly disagree",NA,"","once a week","the internet","less than 1 day a week","strong democrat","belong but dont participate","different state","never married","black or african american","black","south atlantic","male",23,1
"355",20,"graduate","$25000 or more","$2 million to $3 million",NA,"neither agree nor disagree",NA,"strongly disagree",NA,NA,NA,"once a day","not str republican","used to belong","different state","married","white","white","south atlantic","male",57,1
"356",12,"high school",NA,NA,"neither agree nor disagree","disagree",NA,NA,"have not done it and would never do  it",NA,NA,"less than 1 day a week","independent","never belonged","different state","married","hispanic","other","south atlantic","male",33,0
"357",15,"junior college","$1000 to 2999",NA,NA,"strongly agree",NA,"strongly agree",NA,"never","tv","never","not str democrat","never belonged","different state","never married","black or african american","black","south atlantic","female",38,0
"358",12,"high school","$5000 to 5999",NA,NA,NA,"disagree","agree","","less than once wk",NA,"1-2 days a week","not str democrat",NA,"different state","never married","black or african american","black","south atlantic","female",57,1
"359",11,"high school",NA,NA,NA,"strongly agree","disagree","neither agree nor disagree","have not done it and would never do  it",NA,"the internet",NA,"not str democrat","belong but dont participate","different state","never married","white","white","south atlantic","male",23,0
"360",12,"high school",NA,NA,"disagree",NA,"disagree","strongly agree",NA,"less than once wk",NA,NA,"strong democrat",NA,"different state","married","black or african american","black","south atlantic","female",46,1
"361",13,"high school",NA,NA,"strongly disagree","disagree",NA,NA,NA,"never",NA,NA,"ind,near dem","used to belong","same city","never married","black or african american","black","south atlantic","female",23,1
"362",12,"high school","$25000 or more","$75,000 to $100,000",NA,"disagree",NA,"disagree","have not done it but might do it",NA,NA,"once a day","strong democrat","belong and actively participate","same city","divorced","black or african american","black","south atlantic","male",55,1
"363",14,"junior college","$10000 - 14999","less than $5,000","agree",NA,"strongly disagree","agree","have not done it and would never do  it","few times a week","tv","never","strong democrat","never belonged","different state","never married","black or african american","black","south atlantic","female",22,1
"364",18,"graduate","$20000 - 24999",NA,NA,NA,NA,"strongly disagree","have not done it and would never do  it","everyday",NA,"several times a day","strong democrat",NA,"different state","widowed","black or african american","black","south atlantic","female",70,1
